"","id","agencyID","Name.en","Name.lt","Description.en","Description.lt","version","uri","urn","isExternalReference","isFinal","validFrom","validTo","dsdRef"
"1101","S3R559_M3150805","LSD","S3R559 - Proportion of the population taking medicines","S3R559 - Gyventojai, vartoję gydytojo paskirtus ir nepaskirtus vaistus","Age | Use of medicine not prescribed by a doctor during the past 2 weeks (2005 - 2005) (Not be renewed)","Amžius | Gydytojo nepaskirtų vaistų vartojimas per praėjusias 2 savaites (2005 - 2005) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R559_M3150805(1.0)",FALSE,FALSE,NA,NA,"M3150805"
"1102","S3R559_M3150804","LSD","S3R559 - Proportion of the population taking medicines","S3R559 - Gyventojai, vartoję gydytojo paskirtus ir nepaskirtus vaistus","Sex | Use of medicine prescribed by a doctor during the past 4 weeks (2005 - 2005) (Not be renewed)","Gydytojo paskirtų vaistų vartojimas per praėjusias 4 savaites | Lytis (2005 - 2005) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R559_M3150804(1.0)",FALSE,FALSE,NA,NA,"M3150804"
"1103","S3R559_M3150803","LSD","S3R559 - Proportion of the population taking medicines","S3R559 - Gyventojai, vartoję gydytojo paskirtus ir nepaskirtus vaistus","Age | Use of medicine prescribed by a doctor during the past 4 weeks (2005 - 2005) (Not be renewed)","Amžius | Gydytojo paskirtų vaistų vartojimas per praėjusias 4 savaites (2005 - 2005) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R559_M3150803(1.0)",FALSE,FALSE,NA,NA,"M3150803"
"1104","S3R559_M3150806","LSD","S3R559 - Proportion of the population taking medicines","S3R559 - Gyventojai, vartoję gydytojo paskirtus ir nepaskirtus vaistus","Sex | Use of medicine not prescribed by a doctor during the past 2 weeks (2005 - 2005) (Not be renewed)","Gydytojo nepaskirtų vaistų vartojimas per praėjusias 2 savaites | Lytis (2005 - 2005) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R559_M3150806(1.0)",FALSE,FALSE,NA,NA,"M3150806"
"1105","S3R559_M3150801_2","LSD","S3R559 - Proportion of the population taking medicines","S3R559 - Gyventojai, vartoję gydytojo paskirtus ir nepaskirtus vaistus","Place of residence | Taking of medicine (2014 - 2014) (Was renewed: 2015-09-24)","Gyvenamoji vietovė | Vaistų vartojimas (2014 - 2014) (Atnaujinta: 2015-09-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R559_M3150801_2(1.0)",FALSE,FALSE,NA,NA,"M3150801_2"
"1106","S3R559_M3150801_3","LSD","S3R559 - Proportion of the population taking medicines","S3R559 - Gyventojai, vartoję gydytojo paskirtus ir nepaskirtus vaistus","Educational attainment level | Sex | Taking of medicine (2014 - 2014) (Was renewed: 2015-09-24)","Išsilavinimo lygis | Lytis | Vaistų vartojimas (2014 - 2014) (Atnaujinta: 2015-09-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R559_M3150801_3(1.0)",FALSE,FALSE,NA,NA,"M3150801_3"
"1107","S3R559_M3150801_4","LSD","S3R559 - Proportion of the population taking medicines","S3R559 - Gyventojai, vartoję gydytojo paskirtus ir nepaskirtus vaistus","Activity status | Taking of medicine (2014 - 2014) (Was renewed: 2015-09-24)","Užimtumo statusas | Vaistų vartojimas (2014 - 2014) (Atnaujinta: 2015-09-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R559_M3150801_4(1.0)",FALSE,FALSE,NA,NA,"M3150801_4"
"1108","S3R559_M3150801_5","LSD","S3R559 - Proportion of the population taking medicines","S3R559 - Gyventojai, vartoję gydytojo paskirtus ir nepaskirtus vaistus","Income quintile groups | Sex | Taking of medicine (2014 - 2014) (Was renewed: 2015-09-24)","Lytis | Pajamų kvintilinės grupės | Vaistų vartojimas (2014 - 2014) (Atnaujinta: 2015-09-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R559_M3150801_5(1.0)",FALSE,FALSE,NA,NA,"M3150801_5"
"1109","S3R560_M3130112_1","LSD","S3R560 - Video documents","S3R560 - Vaizdo dokumentai","Total (1995 - 2018) (Was renewed: 2019-04-25)","Suminis (1995 - 2018) (Atnaujinta: 2019-04-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R560_M3130112_1(1.0)",FALSE,FALSE,NA,NA,"M3130112_1"
"1110","S3R561_M3110901_1","LSD","S3R561 - State and municipal budget expenditure on education","S3R561 - Valstybės ir savivaldybių biudžetų išlaidos švietimui","Level of education (2000 - 2008) (Not be renewed)","Švietimo lygmuo (2000 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R561_M3110901_1(1.0)",FALSE,FALSE,NA,NA,"M3110901_1"
"1111","S3R561_M3110905_1","LSD","S3R561 - State and municipal budget expenditure on education","S3R561 - Valstybės ir savivaldybių biudžetų išlaidos švietimui","Educational service (2000 - 2017) (Was renewed: 2018-06-28)","Švietimo paslauga (2000 - 2017) (Atnaujinta: 2018-06-28)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R561_M3110905_1(1.0)",FALSE,FALSE,NA,NA,"M3110905_1"
"1112","S3R562_M3110901_2","LSD","S3R562 - State and municipal budget expenditure on education, compared to GDP","S3R562 - Valstybės ir savivaldybių biudžetų išlaidos švietimui, palyginti su BVP","Level of education (2000 - 2008) (Not be renewed)","Švietimo lygmuo (2000 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R562_M3110901_2(1.0)",FALSE,FALSE,NA,NA,"M3110901_2"
"1113","S3R562_M3110905_2","LSD","S3R562 - State and municipal budget expenditure on education, compared to GDP","S3R562 - Valstybės ir savivaldybių biudžetų išlaidos švietimui, palyginti su BVP","Educational service (2003 - 2017) (Was renewed: 2018-06-28)","Švietimo paslauga (2003 - 2017) (Atnaujinta: 2018-06-28)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R562_M3110905_2(1.0)",FALSE,FALSE,NA,NA,"M3110905_2"
"1114","S3R563_M3110901_3","LSD","S3R563 - State and municipal budget funds per studying person","S3R563 - Valstybės ir savivaldybių biudžetų lėšos vienam besimokančiam asmeniui","Level of education (2000 - 2008) (Not be renewed)","Švietimo lygmuo (2000 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R563_M3110901_3(1.0)",FALSE,FALSE,NA,NA,"M3110901_3"
"1115","S3R564_M3110901_2","LSD","S3R564 - State and municipal budget funds per studying person, compared to per-capita GDP","S3R564 - Valstybės ir savivaldybių biudžetų lėšos vienam besimokančiam asmeniui, palyginti su BVP vienam gyventojui","Level of education (2000 - 2008) (Not be renewed)","Švietimo lygmuo (2000 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R564_M3110901_2(1.0)",FALSE,FALSE,NA,NA,"M3110901_2"
"1116","S3R565_M3110906_1","LSD","S3R565 - State and municipal budget funds per person studying at school","S3R565 - Valstybės ir savivaldybių biudžetų lėšos vienam mokykloje besimokančiam asmeniui","Type of educational institution (2003 - 2012) (Not be renewed)","Mokymo įstaigos tipas (2003 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R565_M3110906_1(1.0)",FALSE,FALSE,NA,NA,"M3110906_1"
"1117","S3R566_M3110906_2","LSD","S3R566 - State and municipal budget funds per person studying at school, compared to per-capita GDP","S3R566 - Valstybės ir savivaldybių biudžetų lėšos vienam mokykloje besimokančiam asmeniui, palyginti su BVP vienam gyventojui","Type of educational institution (2003 - 2012) (Not be renewed)","Mokymo įstaigos tipas (2003 - 2012) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R566_M3110906_2(1.0)",FALSE,FALSE,NA,NA,"M3110906_2"
"1118","S3R567_M3130118","LSD","S3R567 - State-protected cultural heritage","S3R567 - Valstybės saugomos kultūros vertybės","Total (2006 - 2018) (Was renewed: 2019-04-25)","Suminis (2006 - 2018) (Atnaujinta: 2019-04-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R567_M3130118(1.0)",FALSE,FALSE,NA,NA,"M3130118"
"1119","S3R568_M3100103_2","LSD","S3R568 - Proportion of the State and municipal stock of dwellings in emergency condition, compared to the total State and municipal stock of dwellings, at the end of the year","S3R568 - Valstybės, savivaldybių nuosavybės avarinio gyvenamojo fondo dalis, palyginti su visu valstybės ir savivaldybių nuosavybės gyvenamuoju fondu,  metų pabaigoje","Administrative territory (1995 - 2008) (Not be renewed)","Administracinė teritorija (1995 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R568_M3100103_2(1.0)",FALSE,FALSE,NA,NA,"M3100103_2"
"1120","S3R569_M3100103_1","LSD","S3R569 - Useful floor area of the State and municipal stock of dwellings in emergency condition at the end of the year","S3R569 - Valstybės, savivaldybių nuosavybės avarinio gyvenamojo fondo naudingasis plotas metų pabaigoje","Administrative territory (1995 - 2008) (Not be renewed)","Administracinė teritorija (1995 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R569_M3100103_1(1.0)",FALSE,FALSE,NA,NA,"M3100103_1"
"1121","S3R570_M3161401_1","LSD","S3R570 - Number of cases of State social insurance sickness benefit paid","S3R570 - Valstybinio socialinio draudimo ligos pašalpos atvejų skaičius","Administrative territory (2005 - 2017) (Was renewed: 2018-07-27)","Administracinė teritorija (2005 - 2017) (Atnaujinta: 2018-07-27)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R570_M3161401_1(1.0)",FALSE,FALSE,NA,NA,"M3161401_1"
"1122","S3R571_M3160405","LSD","S3R571 - Recipients of State social insurance pensions paid to Lithuanian nationals living abroad at the end of the year","S3R571 - Valstybinio socialinio draudimo pensijų, mokamų užsienio valstybėse gyvenantiems Lietuvos piliečiams, gavėjai metų pabaigoje","Kind of benefit (2004 - 2017) (Was renewed: 2018-08-31)","Pensijos rūšis (2004 - 2017) (Atnaujinta: 2018-08-31)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R571_M3160405(1.0)",FALSE,FALSE,NA,NA,"M3160405"
"1123","S3R572_M3160404_2","LSD","S3R572 - State social insurance old-age, disability and work incapacity pension rates at the end of the year","S3R572 - Valstybinio socialinio draudimo senatvės, invalidumo ir netekto darbingumo pensijų dydžiai metų pabaigoje","Kind of benefit | Sex (1999 - 2017) (Was renewed: 2018-05-31)","Lytis | Pensijos rūšis (1999 - 2017) (Atnaujinta: 2018-05-31)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R572_M3160404_2(1.0)",FALSE,FALSE,NA,NA,"M3160404_2"
"1124","S3R573_M3160404_1","LSD","S3R573 - Recipients of State social insurance old-age, disability and work incapacity pensions at the end of the year","S3R573 - Valstybinio socialinio draudimo senatvės, invalidumo ir netekto darbingumo pensijų gavėjai metų pabaigoje","Kind of benefit | Sex (1999 - 2017) (Was renewed: 2018-05-31)","Lytis | Pensijos rūšis (1999 - 2017) (Atnaujinta: 2018-05-31)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R573_M3160404_1(1.0)",FALSE,FALSE,NA,NA,"M3160404_1"
"1125","S3R574_M3160402_3","LSD","S3R574 - Average State social insurance pension","S3R574 - Vidutinė valstybinio socialinio draudimo pensija","Administrative territory | Type of Sodra pension (1994 - 2018) (Was renewed: 2019-04-26)","Administracinė teritorija | Sodros pensijos rūšis (1994 - 2018) (Atnaujinta: 2019-04-26)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R574_M3160402_3(1.0)",FALSE,FALSE,NA,NA,"M3160402_3"
"1126","S3R575_M3130105_4","LSD","S3R575 - Number of plays and other events in national theatres","S3R575 - Valstybiniuose teatruose surengta spektaklių ir kitų renginių","Total (1991 - 2017) (Was renewed: 2018-04-25)","Suminis (1991 - 2017) (Atnaujinta: 2018-04-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R575_M3130105_4(1.0)",FALSE,FALSE,NA,NA,"M3130105_4"
"1127","S3R576_M3130105_3","LSD","S3R576 - Number of theatregoers in national theatres per 100 population","S3R576 - Valstybinių teatrų žiūrovų skaičius, tenkantis 100 gyventojų","Total (1991 - 2018) (Was renewed: 2019-04-25)","Suminis (1991 - 2018) (Atnaujinta: 2019-04-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R576_M3130105_3(1.0)",FALSE,FALSE,NA,NA,"M3130105_3"
"1128","S3R577_M3090701","LSD","S3R577 - Coefficients of variation for consumption expenditure","S3R577 - Vartojimo išlaidų variacijos koeficientai","Classification of Individual Consumption by Purpose (COICOP) | Consumption expenditure | Place of residence (2003 - 2008) (Not be renewed)","Gyvenamoji vietovė | Individualaus vartojimo išlaidų pagal paskirtį klasifikatorius (COICOP) | Vartojimo išlaidos (2003 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R577_M3090701(1.0)",FALSE,FALSE,NA,NA,"M3090701"
"1129","S3R577_M3090702","LSD","S3R577 - Coefficients of variation for consumption expenditure","S3R577 - Vartojimo išlaidų variacijos koeficientai","Classification of Individual Consumption by Purpose (COICOP) | Consumption expenditure | Socioeconomic group of household head (2003 - 2008) (Not be renewed)","Individualaus vartojimo išlaidų pagal paskirtį klasifikatorius (COICOP) | Namų ūkio galvos socialinė-ekonominė grupė | Vartojimo išlaidos (2003 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R577_M3090702(1.0)",FALSE,FALSE,NA,NA,"M3090702"
"1130","S3R577_M3090703","LSD","S3R577 - Coefficients of variation for consumption expenditure","S3R577 - Vartojimo išlaidų variacijos koeficientai","Classification of Individual Consumption by Purpose (COICOP) | Consumption expenditure | Type of household (2003 - 2008) (Not be renewed)","Individualaus vartojimo išlaidų pagal paskirtį klasifikatorius (COICOP) | Namų ūkio tipas | Vartojimo išlaidos (2003 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R577_M3090703(1.0)",FALSE,FALSE,NA,NA,"M3090703"
"1131","S3R577_M3090706","LSD","S3R577 - Coefficients of variation for consumption expenditure","S3R577 - Vartojimo išlaidų variacijos koeficientai","City / town | Classification of Individual Consumption by Purpose (COICOP) | Consumption expenditure (2004 - 2008) (Not be renewed)","Individualaus vartojimo išlaidų pagal paskirtį klasifikatorius (COICOP) | Miestas | Vartojimo išlaidos (2004 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R577_M3090706(1.0)",FALSE,FALSE,NA,NA,"M3090706"
"1132","S3R577_M3090705","LSD","S3R577 - Coefficients of variation for consumption expenditure","S3R577 - Vartojimo išlaidų variacijos koeficientai","Classification of Individual Consumption by Purpose (COICOP) | Consumption expenditure | Counties (2003 - 2008) (Not be renewed)","Apskritys | Individualaus vartojimo išlaidų pagal paskirtį klasifikatorius (COICOP) | Vartojimo išlaidos (2003 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R577_M3090705(1.0)",FALSE,FALSE,NA,NA,"M3090705"
"1133","S3R577_M3090704","LSD","S3R577 - Coefficients of variation for consumption expenditure","S3R577 - Vartojimo išlaidų variacijos koeficientai","Classification of Individual Consumption by Purpose (COICOP) | Consumption expenditure | Number of children (2003 - 2008) (Not be renewed)","Individualaus vartojimo išlaidų pagal paskirtį klasifikatorius (COICOP) | Vaikų skaičius | Vartojimo išlaidos (2003 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R577_M3090704(1.0)",FALSE,FALSE,NA,NA,"M3090704"
"1134","S3R578_M3230104_1","LSD","S3R578 - Consumer confidence indicator","S3R578 - Vartotojų pasitikėjimo rodiklis","Education (2001M05 - 2018M12) (Not be renewed)","Išsilavinimas (2001M05 - 2018M12) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R578_M3230104_1(1.0)",FALSE,FALSE,NA,NA,"M3230104_1"
"1135","S3R578_M3230102_1","LSD","S3R578 - Consumer confidence indicator","S3R578 - Vartotojų pasitikėjimo rodiklis","Sex (2001M05 - 2018M12) (Not be renewed)","Lytis (2001M05 - 2018M12) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R578_M3230102_1(1.0)",FALSE,FALSE,NA,NA,"M3230102_1"
"1136","S3R578_M3230101_1","LSD","S3R578 - Consumer confidence indicator","S3R578 - Vartotojų pasitikėjimo rodiklis","Place of residence (2001M05 - 2018M12) (Not be renewed)","Gyvenamoji vietovė (2001M05 - 2018M12) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R578_M3230101_1(1.0)",FALSE,FALSE,NA,NA,"M3230101_1"
"1137","S3R578_M3230105_1","LSD","S3R578 - Consumer confidence indicator","S3R578 - Vartotojų pasitikėjimo rodiklis","Age (2001M05 - 2018M12) (Not be renewed)","Amžius (2001M05 - 2018M12) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R578_M3230105_1(1.0)",FALSE,FALSE,NA,NA,"M3230105_1"
"1138","S3R578_M3230103_1","LSD","S3R578 - Consumer confidence indicator","S3R578 - Vartotojų pasitikėjimo rodiklis","Income quartile groups (2001M05 - 2018M12) (Not be renewed)","Pajamų kvartilinė grupė (2001M05 - 2018M12) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R578_M3230103_1(1.0)",FALSE,FALSE,NA,NA,"M3230103_1"
"1139","S3R578_M3230108_1","LSD","S3R578 - Consumer confidence indicator","S3R578 - Vartotojų pasitikėjimo rodiklis","Activity status (2016M05 - 2018M12) (Not be renewed)","Užimtumo statusas (2016M05 - 2018M12) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R578_M3230108_1(1.0)",FALSE,FALSE,NA,NA,"M3230108_1"
"1140","S3R579_M3110801","LSD","S3R579 - Economic entities in operation engaging in non-formal adult education or supplementary education of children and the youth","S3R579 - Neformalaus suaugusiųjų švietimo ar vaikų ir jaunimo papildomas ugdymo veikla užsiimantys veikiantys ūkio subjektai","Kind of activity | Type of ownership (2005 - 2011) (Not be renewed)","Nuosavybės forma | Veiklos pobūdis (2005 - 2011) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R579_M3110801(1.0)",FALSE,FALSE,NA,NA,"M3110801"
"1141","S3R580_M3130119_1","LSD","S3R580 - Number of cinema shows","S3R580 - Vykusių kino seansų skaičius","Counties and cities | Type of film (2005 - 2014) (Not be renewed)","Apskritys ir miestai | Kino filmo tipas (2005 - 2014) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R580_M3130119_1(1.0)",FALSE,FALSE,NA,NA,"M3130119_1"
"1142","S3R580_M3130119_11","LSD","S3R580 - Number of cinema shows","S3R580 - Vykusių kino seansų skaičius","Counties | Type of film (2005 - 2018) (Was renewed: 2019-04-25)","Apskritys | Kino filmo tipas (2005 - 2018) (Atnaujinta: 2019-04-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R580_M3130119_11(1.0)",FALSE,FALSE,NA,NA,"M3130119_11"
"1143","S3R581_M3190104","LSD","S3R581 - Number of bishops at the beginning of the year","S3R581 - Vyskupų skaičius metų pabaigoje","Diocese (2000 - 2016) (Not be renewed)","Vyskupija (2000 - 2016) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R581_M3190104(1.0)",FALSE,FALSE,NA,NA,"M3190104"
"1144","S3R582_M3110120","LSD","S3R582 - Upper secondary or tertiary educational attainment (aged 20–24)","S3R582 - 20–24 metų jaunimo, įgijusio vidutinį ar aukštesnį už vidutinį išsilavinimą, dalis","Place of residence | Sex (1998 - 2018) (Was renewed: 2019-03-12)","Gyvenamoji vietovė | Lytis (1998 - 2018) (Atnaujinta: 2019-03-12)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R582_M3110120(1.0)",FALSE,FALSE,NA,NA,"M3110120"
"1145","S3R583_M3070101_3","LSD","S3R583 - Duration of a strike","S3R583 - Streiko trukmė","Actual and warning strikes | Economic activity (NACE Rev. 1.1) (2000 - 2008) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 1.1 red.) | Tikrieji ir įspėjamieji streikai (2000 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R583_M3070101_3(1.0)",FALSE,FALSE,NA,NA,"M3070101_3"
"1146","S3R583_M3070104_3","LSD","S3R583 - Duration of a strike","S3R583 - Streiko trukmė","Actual and warning strikes | Administrative territory (2000 - 2018) (Was renewed: 2019-02-28)","Administracinė teritorija | Tikrieji ir įspėjamieji streikai (2000 - 2018) (Atnaujinta: 2019-02-28)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R583_M3070104_3(1.0)",FALSE,FALSE,NA,NA,"M3070104_3"
"1147","S3R583_M3070105_3","LSD","S3R583 - Duration of a strike","S3R583 - Streiko trukmė","Actual and warning strikes | Economic activity (NACE Rev. 2) (2000 - 2018) (Was renewed: 2019-02-28)","Ekonominės veiklos rūšis (EVRK 2 red.) | Tikrieji ir įspėjamieji streikai (2000 - 2018) (Atnaujinta: 2019-02-28)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R583_M3070105_3(1.0)",FALSE,FALSE,NA,NA,"M3070105_3"
"1148","S3R584_M3010802","LSD","S3R584 - Life expectancy","S3R584 - Vidutinė tikėtina gyvenimo trukmė","Age | Place of residence | Sex (1958-1959 - 2017) (Was renewed: 2018-07-25)","Amžius | Gyvenamoji vietovė | Lytis (1958-1959 - 2017) (Atnaujinta: 2018-07-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R584_M3010802(1.0)",FALSE,FALSE,NA,NA,"M3010802"
"1149","S3R584_M3010801","LSD","S3R584 - Life expectancy","S3R584 - Vidutinė tikėtina gyvenimo trukmė","Age | Counties | Sex (1990 - 2017) (Was renewed: 2019-02-05)","Amžius | Apskritys | Lytis (1990 - 2017) (Atnaujinta: 2019-02-05)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R584_M3010801(1.0)",FALSE,FALSE,NA,NA,"M3010801"
"1150","S3R585_M3080101","LSD","S3R585 - Average disposable income per month","S3R585 - Vidutinės disponuojamosios pajamos per mėnesį","Disposable income | Place of residence (2005 - 2017) (Was renewed: 2018-08-24)","Disponuojamosios pajamos | Gyvenamoji vietovė (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R585_M3080101(1.0)",FALSE,FALSE,NA,NA,"M3080101"
"1151","S3R585_M3080102","LSD","S3R585 - Average disposable income per month","S3R585 - Vidutinės disponuojamosios pajamos per mėnesį","Disposable income | Type of household (2005 - 2017) (Was renewed: 2018-09-05)","Disponuojamosios pajamos | Namų ūkio tipas (2005 - 2017) (Atnaujinta: 2018-09-05)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R585_M3080102(1.0)",FALSE,FALSE,NA,NA,"M3080102"
"1152","S3R585_M3080103","LSD","S3R585 - Average disposable income per month","S3R585 - Vidutinės disponuojamosios pajamos per mėnesį","Disposable income | Income quintile groups (2005 - 2017) (Was renewed: 2018-08-24)","Disponuojamosios pajamos | Pajamų kvintilinės grupės (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R585_M3080103(1.0)",FALSE,FALSE,NA,NA,"M3080103"
"1153","S3R585_M3080104","LSD","S3R585 - Average disposable income per month","S3R585 - Vidutinės disponuojamosios pajamos per mėnesį","Counties | Disposable income (2005 - 2017) (Was renewed: 2019-04-09)","Apskritys | Disponuojamosios pajamos (2005 - 2017) (Atnaujinta: 2019-04-09)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R585_M3080104(1.0)",FALSE,FALSE,NA,NA,"M3080104"
"1154","S3R586_M3090109","LSD","S3R586 - Average disposable income per household member per month","S3R586 - Vidutinės disponuojamosios pajamos, tenkančios vienam namų ūkio nariui per mėn.","Sex | Type of household (2002 - 2008) (Not be renewed)","Lytis | Namų ūkio tipas (2002 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R586_M3090109(1.0)",FALSE,FALSE,NA,NA,"M3090109"
"1155","S3R586_M3090101","LSD","S3R586 - Average disposable income per household member per month","S3R586 - Vidutinės disponuojamosios pajamos, tenkančios vienam namų ūkio nariui per mėn.","Component of income | Disposable income | Place of residence (1996 - 2008) (Not be renewed)","Disponuojamosios pajamos | Gyvenamoji vietovė | Pajamų komponentė (1996 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R586_M3090101(1.0)",FALSE,FALSE,NA,NA,"M3090101"
"1156","S3R586_M3090103","LSD","S3R586 - Average disposable income per household member per month","S3R586 - Vidutinės disponuojamosios pajamos, tenkančios vienam namų ūkio nariui per mėn.","Component of income | Disposable income | Type of household (1996 - 2008) (Not be renewed)","Disponuojamosios pajamos | Namų ūkio tipas | Pajamų komponentė (1996 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R586_M3090103(1.0)",FALSE,FALSE,NA,NA,"M3090103"
"1157","S3R586_M3090106","LSD","S3R586 - Average disposable income per household member per month","S3R586 - Vidutinės disponuojamosios pajamos, tenkančios vienam namų ūkio nariui per mėn.","Age of household head | Component of income | Disposable income (1996 - 2008) (Not be renewed)","Disponuojamosios pajamos | Namų ūkio galvos amžius | Pajamų komponentė (1996 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R586_M3090106(1.0)",FALSE,FALSE,NA,NA,"M3090106"
